sentence_id,word_id,lemma,POS,text,sense,mFlag,isMWHead,MWid,universalPOS
a1e-fragment01_1,0,late,AJS,Latest,False,False,False,,ADJ
a1e-fragment01_1,1,corporate,AJ0,corporate,False,False,False,,ADJ
a1e-fragment01_1,2,unbundler,NN1,unbundler,False,False,False,,NOUN
a1e-fragment01_1,3,reveal,VVZ,reveals,True,False,False,,VERB
a1e-fragment01_1,4,laid-back,AJ0,laid-back,False,False,False,,ADJ
a1e-fragment01_1,5,approach,NN1,approach,True,False,False,,NOUN
a1e-fragment01_1,6,,PUN,:,False,False,False,,.
a1e-fragment01_1,7,roland,NP0,Roland,False,False,False,,NOUN
a1e-fragment01_1,8,franklin,NP0,Franklin,False,False,False,,NOUN
a1e-fragment01_1,9,,PUN,",",False,False,False,,.
a1e-fragment01_1,10,who,PNQ,who,False,False,False,,PRON
a1e-fragment01_1,11,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_1,12,lead,VVG,leading,True,False,False,,VERB
a1e-fragment01_1,13,a,AT0,a,False,False,False,,DET
a1e-fragment01_1,14,697m,NN0,697m,False,False,False,,NOUN
a1e-fragment01_1,15,pound,NN1,pound,False,False,False,,NOUN
a1e-fragment01_1,16,break-up,NN1,break-up,False,False,False,,NOUN
a1e-fragment01_1,17,bid,NN1-VVB,bid,False,False,False,,NN1-VVB
a1e-fragment01_1,18,for,PRP,for,False,False,False,,ADP
a1e-fragment01_1,19,drg,NP0,DRG,False,False,False,,NOUN
a1e-fragment01_1,20,,PUN,",",False,False,False,,.
a1e-fragment01_1,21,talk,NN2-VVZ,talks,False,False,False,,NN2-VVZ
a1e-fragment01_1,22,to,PRP,to,True,False,False,,ADP
a1e-fragment01_1,23,frank,NP0,Frank,False,False,False,,NOUN
a1e-fragment01_1,24,kane,NP0,Kane,False,False,False,,NOUN
a1e-fragment01_2,0,by,PRP,By,False,False,False,,ADP
a1e-fragment01_2,1,frank,NP0,FRANK,False,False,False,,NOUN
a1e-fragment01_2,2,kane,NP0-NN1,KANE,False,False,False,,NOUN
a1e-fragment01_3,0,it,PNP,IT,False,False,False,,PRON
a1e-fragment01_3,1,seem,VVZ,SEEMS,False,False,False,,VERB
a1e-fragment01_3,2,that,CJT,that,False,False,False,,CONJ
a1e-fragment01_3,3,roland,NP0,Roland,False,False,False,,NOUN
a1e-fragment01_3,4,franklin,NP0,Franklin,False,False,False,,NOUN
a1e-fragment01_3,5,,PUN,",",False,False,False,,.
a1e-fragment01_3,6,the,AT0,the,False,False,False,,DET
a1e-fragment01_3,7,late,AJS,latest,False,False,False,,ADJ
a1e-fragment01_3,8,unbundler,NN1,unbundler,False,False,False,,NOUN
a1e-fragment01_3,9,to,TO0,to,False,False,False,,ADP
a1e-fragment01_3,10,appear,VVI,appear,False,False,False,,VERB
a1e-fragment01_3,11,in,PRP,in,False,False,False,,ADP
a1e-fragment01_3,12,the,AT0,the,False,False,False,,DET
a1e-fragment01_3,13,uk,NP0,UK,False,False,False,,NOUN
a1e-fragment01_3,14,,PUN,",",False,False,False,,.
a1e-fragment01_3,15,have,VHZ,has,False,False,False,,VERB
a1e-fragment01_3,16,make,VVN,made,True,False,False,,VERB
a1e-fragment01_3,17,a,AT0,a,False,False,False,,DET
a1e-fragment01_3,18,fatal,AJ0,fatal,True,False,False,,ADJ
a1e-fragment01_3,19,error,NN1,error,False,False,False,,NOUN
a1e-fragment01_3,20,in,PRP,in,True,False,False,,ADP
a1e-fragment01_3,21,the,AT0,the,False,False,False,,DET
a1e-fragment01_3,22,preparation,NN1,preparation,False,False,False,,NOUN
a1e-fragment01_3,23,of,PRF,of,False,False,False,,ADP
a1e-fragment01_3,24,he,DPS,his,False,False,False,,DET
a1e-fragment01_3,25,£697m,NN0,£697m,False,False,False,,NOUN
a1e-fragment01_3,26,break-up,NN1,break-up,False,False,False,,NOUN
a1e-fragment01_3,27,bid,NN1-VVB,bid,False,False,False,,NN1-VVB
a1e-fragment01_3,28,for,PRP,for,False,False,False,,ADP
a1e-fragment01_3,29,stationery,NN1,stationery,False,False,False,,NOUN
a1e-fragment01_3,30,and,CJC,and,False,False,False,,CONJ
a1e-fragment01_3,31,packaging,NN1,packaging,False,False,False,,NOUN
a1e-fragment01_3,32,group,NN1,group,False,False,False,,NOUN
a1e-fragment01_3,33,drg,NP0,DRG,False,False,False,,NOUN
a1e-fragment01_3,34,,PUN,.,False,False,False,,.
a1e-fragment01_4,0,he,PNP,He,False,False,False,,PRON
a1e-fragment01_4,1,have,VHZ,has,False,False,False,,VERB
a1e-fragment01_4,2,not,XX0,not,False,False,False,,PRT
a1e-fragment01_4,3,properly,AV0,properly,False,False,False,,ADV
a1e-fragment01_4,4,investigate,VVN,investigated,False,False,False,,VERB
a1e-fragment01_4,5,the,AT0,the,False,False,False,,DET
a1e-fragment01_4,6,target,NN1,target,True,False,False,,NOUN
a1e-fragment01_4,7,'s,POS,'s,False,False,False,,PRT
a1e-fragment01_4,8,dining,NN1,dining,False,False,False,,NOUN
a1e-fragment01_4,9,facility,NN2,facilities,False,False,False,,NOUN
a1e-fragment01_4,10,,PUN,.,False,False,False,,.
a1e-fragment01_5,0,the,AT0,The,False,False,False,,DET
a1e-fragment01_5,1,63-year-old,AJ0,63-year-old,False,False,False,,ADJ
a1e-fragment01_5,2,head,NN1,head,True,False,False,,NOUN
a1e-fragment01_5,3,of,PRF,of,False,False,False,,ADP
a1e-fragment01_5,4,pembridge,NP0,Pembridge,False,False,False,,NOUN
a1e-fragment01_5,5,investment,NN2,Investments,False,False,False,,NOUN
a1e-fragment01_5,6,,PUN,",",False,False,False,,.
a1e-fragment01_5,7,through,PRP,through,True,False,False,,ADP
a1e-fragment01_5,8,which,DTQ,which,False,False,False,,DET
a1e-fragment01_5,9,the,AT0,the,False,False,False,,DET
a1e-fragment01_5,10,bid,NN1,bid,False,False,False,,NOUN
a1e-fragment01_5,11,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_5,12,be,VBG,being,False,False,False,,VERB
a1e-fragment01_5,13,mount,VVN-AJ0,mounted,True,False,False,,VVN-AJ0
a1e-fragment01_5,14,say,VVZ,says,False,False,False,,VERB
a1e-fragment01_5,15,,PUN,",",False,False,False,,.
a1e-fragment01_5,16,,PUQ,‘,False,False,False,,.
a1e-fragment01_5,17,rule,NN1-VVB,rule,True,False,False,,NN1-VVB
a1e-fragment01_5,18,number,NN1,number,False,False,False,,NOUN
a1e-fragment01_5,19,one,CRD,one,False,False,False,,NUM
a1e-fragment01_5,20,in,PRP,in,True,False,False,,ADP
a1e-fragment01_5,21,this,DT0,this,True,False,False,,DET
a1e-fragment01_5,22,business,NN1,business,False,False,False,,NOUN
a1e-fragment01_5,23,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_5,24,,PUN,:,False,False,False,,.
a1e-fragment01_5,25,the,AT0,the,False,False,False,,DET
a1e-fragment01_5,26,more,AV0,more,False,False,False,,ADV
a1e-fragment01_5,27,luxurious,AJ0,luxurious,False,False,False,,ADJ
a1e-fragment01_5,28,the,AT0,the,False,False,False,,DET
a1e-fragment01_5,29,luncheon,NN1,luncheon,False,False,False,,NOUN
a1e-fragment01_5,30,room,NN2,rooms,False,False,False,,NOUN
a1e-fragment01_5,31,at,PRP,at,False,False,False,,ADP
a1e-fragment01_5,32,headquarters,NN0,headquarters,True,False,False,,NOUN
a1e-fragment01_5,33,,PUN,",",False,False,False,,.
a1e-fragment01_5,34,the,AT0,the,False,False,False,,DET
a1e-fragment01_5,35,more,AV0,more,False,False,False,,ADV
a1e-fragment01_5,36,inefficient,AJ0,inefficient,False,False,False,,ADJ
a1e-fragment01_5,37,the,AT0,the,False,False,False,,DET
a1e-fragment01_5,38,business,NN1,business,False,False,False,,NOUN
a1e-fragment01_5,39,,PUQ,’,False,False,False,,.
a1e-fragment01_5,40,,PUN,.,False,False,False,,.
a1e-fragment01_6,0,if,CJS,If,False,False,False,,CONJ
a1e-fragment01_6,1,he,PNP,he,False,False,False,,PRON
a1e-fragment01_6,2,have,VHD,had,False,False,False,,VERB
a1e-fragment01_6,3,take,VVN,taken,True,False,False,,VERB
a1e-fragment01_6,4,he,DPS,his,False,False,False,,DET
a1e-fragment01_6,5,own,DT0,own,False,False,False,,DET
a1e-fragment01_6,6,rule,NN1,rule,False,False,False,,NOUN
a1e-fragment01_6,7,seriously,AV0,seriously,False,False,False,,ADV
a1e-fragment01_6,8,,PUN,",",False,False,False,,.
a1e-fragment01_6,9,he,PNP,he,False,False,False,,PRON
a1e-fragment01_6,10,would,VM0,would,False,False,False,,VERB
a1e-fragment01_6,11,have,VHI,have,False,False,False,,VERB
a1e-fragment01_6,12,find,VVN,found,False,False,True,a1e-fragment01-pv1,VERB
a1e-fragment01_6,13,out,AVP,out,False,False,False,#a1e-fragment01-pv1,ADP
a1e-fragment01_6,14,that,CJT,that,False,False,False,,CONJ
a1e-fragment01_6,15,drg,NP0,DRG,False,False,False,,NOUN
a1e-fragment01_6,16,have,VHZ,has,False,False,False,,VERB
a1e-fragment01_6,17,a,AT0,a,False,False,False,,DET
a1e-fragment01_6,18,very,AV0,very,False,False,False,,ADV
a1e-fragment01_6,19,modest,AJ0,modest,True,False,False,,ADJ
a1e-fragment01_6,20,self-service,AJ0,self-service,False,False,False,,ADJ
a1e-fragment01_6,21,canteen,NN1,canteen,False,False,False,,NOUN
a1e-fragment01_6,22,at,PRP,at,False,False,False,,ADP
a1e-fragment01_6,23,it,DPS,its,False,False,False,,DET
a1e-fragment01_6,24,bristol,NP0,Bristol,False,False,False,,NOUN
a1e-fragment01_6,25,head,AJ0,head,True,False,False,,ADJ
a1e-fragment01_6,26,office,NN1,office,False,False,False,,NOUN
a1e-fragment01_6,27,,PUN,.,False,False,False,,.
a1e-fragment01_7,0,there,EX0,There,False,False,False,,PRON
a1e-fragment01_7,1,be,VBB,are,False,False,False,,VERB
a1e-fragment01_7,2,other,AJ0,other,False,False,False,,ADJ
a1e-fragment01_7,3,thing,NN2,things,True,False,False,,NOUN
a1e-fragment01_7,4,he,PNP,he,False,False,False,,PRON
a1e-fragment01_7,5,have,VHZ,has,False,False,False,,VERB
a1e-fragment01_7,6,,PUN,",",False,False,False,,.
a1e-fragment01_7,7,on,PRP,on,True,False,False,,ADP
a1e-fragment01_7,8,he,DPS,his,False,False,False,,DET
a1e-fragment01_7,9,own,DT0,own,False,False,False,,DET
a1e-fragment01_7,10,admission,NN1,admission,True,False,False,,NOUN
a1e-fragment01_7,11,,PUN,",",False,False,False,,.
a1e-fragment01_7,12,not,XX0,not,False,False,False,,PRT
a1e-fragment01_7,13,fully,AV0,fully,False,False,False,,ADV
a1e-fragment01_7,14,investigate,VVN,investigated,False,False,False,,VERB
a1e-fragment01_7,15,,PUN,",",False,False,False,,.
a1e-fragment01_7,16,like,PRP,like,False,False,False,,ADP
a1e-fragment01_7,17,the,AT0,the,False,False,False,,DET
a1e-fragment01_7,18,value,NN1,value,False,False,False,,NOUN
a1e-fragment01_7,19,of,PRF,of,False,False,False,,ADP
a1e-fragment01_7,20,the,AT0,the,False,False,False,,DET
a1e-fragment01_7,21,drg,NP0,DRG,False,False,False,,NOUN
a1e-fragment01_7,22,property,NN2,properties,False,False,False,,NOUN
a1e-fragment01_7,23,,PUN,",",False,False,False,,.
a1e-fragment01_7,24,or,CJC,or,False,False,False,,CONJ
a1e-fragment01_7,25,which,DTQ,which,False,False,False,,DET
a1e-fragment01_7,26,part,NN1,part,True,False,False,,NOUN
a1e-fragment01_7,27,of,PRF,of,False,False,False,,ADP
a1e-fragment01_7,28,the,AT0,the,False,False,False,,DET
a1e-fragment01_7,29,drg,NP0,DRG,False,False,False,,NOUN
a1e-fragment01_7,30,business,NN1,business,False,False,False,,NOUN
a1e-fragment01_7,31,he,PNP,he,False,False,False,,PRON
a1e-fragment01_7,32,would,VM0,would,False,False,False,,VERB
a1e-fragment01_7,33,keep,VVI,keep,True,False,False,,VERB
a1e-fragment01_7,34,after,PRP,after,True,False,False,,ADP
a1e-fragment01_7,35,the,AT0,the,False,False,False,,DET
a1e-fragment01_7,36,break,NN1-VVB,break,False,False,True,a1e-fragment01-cn1,NN1-VVB
a1e-fragment01_7,37,up,AVP,up,False,False,False,#a1e-fragment01-cn1,ADP
a1e-fragment01_7,38,,PUN,.,False,False,False,,.
a1e-fragment01_8,0,when,CJS,When,False,False,False,,CONJ
a1e-fragment01_8,1,the,AT0,the,False,False,False,,DET
a1e-fragment01_8,2,bid,NN1,bid,False,False,False,,NOUN
a1e-fragment01_8,3,was,VBD,was,False,False,False,,VERB
a1e-fragment01_8,4,launch,VVN,launched,True,False,False,,VERB
a1e-fragment01_8,5,last,ORD,last,False,False,False,,ADJ
a1e-fragment01_8,6,week,NN1,week,False,False,False,,NOUN
a1e-fragment01_8,7,,PUN,",",False,False,False,,.
a1e-fragment01_8,8,mr,NP0,Mr,False,False,False,,NOUN
a1e-fragment01_8,9,franklin,NP0,Franklin,False,False,False,,NOUN
a1e-fragment01_8,10,face,VVD,faced,True,False,False,,VERB
a1e-fragment01_8,11,some,DT0,some,False,False,False,,DET
a1e-fragment01_8,12,criticism,NN1,criticism,False,False,False,,NOUN
a1e-fragment01_8,13,from,PRP,from,True,False,False,,ADP
a1e-fragment01_8,14,city,NN1,City,False,False,False,,NOUN
a1e-fragment01_8,15,commentator,NN2,commentators,False,False,False,,NOUN
a1e-fragment01_8,16,on,PRP,on,True,False,False,,ADP
a1e-fragment01_8,17,both,DT0,both,False,False,False,,DET
a1e-fragment01_8,18,those,DT0,those,True,False,False,,DET
a1e-fragment01_8,19,count,NN2,counts,True,False,False,,NOUN
a1e-fragment01_8,20,,PUN,.,False,False,False,,.
a1e-fragment01_9,0,he,PNP,He,False,False,False,,PRON
a1e-fragment01_9,1,regard,VVZ,regards,True,False,False,,VERB
a1e-fragment01_9,2,the,AT0,the,False,False,False,,DET
a1e-fragment01_9,3,charge,NN2,charges,True,False,False,,NOUN
a1e-fragment01_9,4,as,CJS,as,False,False,False,,CONJ
a1e-fragment01_9,5,unfounded,AJ0,unfounded,False,False,False,,ADJ
a1e-fragment01_9,6,,PUN,.,False,False,False,,.
a1e-fragment01_10,0,on,PRP,On,True,False,False,,ADP
a1e-fragment01_10,1,property,NN1,property,False,False,False,,NOUN
a1e-fragment01_10,2,,PUN,",",False,False,False,,.
a1e-fragment01_10,3,he,PNP,he,False,False,False,,PRON
a1e-fragment01_10,4,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_10,5,blunt,AJ0,blunt,True,False,False,,ADJ
a1e-fragment01_10,6,,PUN,.,False,False,False,,.
a1e-fragment01_11,0,,PUQ,‘,False,False,False,,.
a1e-fragment01_11,1,i,PNP,I,False,False,False,,PRON
a1e-fragment01_11,2,do,VDB,do,False,False,False,,VERB
a1e-fragment01_11,3,not,XX0,not,False,False,False,,PRT
a1e-fragment01_11,4,regard,VVI,regard,True,False,False,,VERB
a1e-fragment01_11,5,property,NN1,property,False,False,False,,NOUN
a1e-fragment01_11,6,profit,NN2,profits,False,False,False,,NOUN
a1e-fragment01_11,7,as,PRP,as,False,False,False,,ADP
a1e-fragment01_11,8,earnings,NN2,earnings,False,False,False,,NOUN
a1e-fragment01_11,9,,PUN,.,False,False,False,,.
a1e-fragment01_12,0,we,PNP,We,False,False,False,,PRON
a1e-fragment01_12,1,have,VHB,have,False,False,False,,VERB
a1e-fragment01_12,2,make,VVN,made,True,False,False,,VERB
a1e-fragment01_12,3,a,AT0,a,False,False,False,,DET
a1e-fragment01_12,4,bid,NN1,bid,False,False,False,,NOUN
a1e-fragment01_12,5,of,PRF,of,False,False,False,,ADP
a1e-fragment01_12,6,nearly,AV0,nearly,False,False,False,,ADV
a1e-fragment01_12,7,£700m,NN0,£700m,False,False,False,,NOUN
a1e-fragment01_12,8,for,PRP,for,False,False,False,,ADP
a1e-fragment01_12,9,a,AT0,a,False,False,False,,DET
a1e-fragment01_12,10,company,NN1,company,False,False,False,,NOUN
a1e-fragment01_12,11,with,PRP,with,True,False,False,,ADP
a1e-fragment01_12,12,a,AT0,a,False,False,False,,DET
a1e-fragment01_12,13,book,NN1,book,False,False,True,a1e-fragment01-cn2,NOUN
a1e-fragment01_12,14,value,NN1,value,False,False,False,#a1e-fragment01-cn2,NOUN
a1e-fragment01_12,15,of,PRF,of,False,False,False,,ADP
a1e-fragment01_12,16,£200m,NN0,£200m,False,False,False,,NOUN
a1e-fragment01_12,17,,PUN,—,False,False,False,,.
a1e-fragment01_12,18,we,PNP,we,False,False,False,,PRON
a1e-fragment01_12,19,have,VHB,'ve,False,False,False,,VERB
a1e-fragment01_12,20,acknowledge,VVN,acknowledged,False,False,False,,VERB
a1e-fragment01_12,21,there,AV0,there,False,False,False,,ADV
a1e-fragment01_12,22,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_12,23,some,DT0,some,False,False,False,,DET
a1e-fragment01_12,24,extra,AJ0,extra,False,False,False,,ADJ
a1e-fragment01_12,25,worth,PRP,worth,False,False,False,,ADP
a1e-fragment01_12,26,there,AV0,there,True,False,False,,ADV
a1e-fragment01_12,27,,PUN,",",False,False,False,,.
a1e-fragment01_12,28,but,CJC,but,False,False,False,,CONJ
a1e-fragment01_12,29,i,PNP,I,False,False,False,,PRON
a1e-fragment01_12,30,can,VM0,can,False,False,False,,VERB
a1e-fragment01_12,31,not,XX0,not,False,False,False,,PRT
a1e-fragment01_12,32,see,VVI,see,True,False,False,,VERB
a1e-fragment01_12,33,the,AT0,the,False,False,False,,DET
a1e-fragment01_12,34,sort,NN1,sort,False,False,False,,NOUN
a1e-fragment01_12,35,of,PRF,of,False,False,False,,ADP
a1e-fragment01_12,36,value,NN1,value,False,False,False,,NOUN
a1e-fragment01_12,37,they,PNP,they,False,False,False,,PRON
a1e-fragment01_12,38,be,VBB,are,False,False,False,,VERB
a1e-fragment01_12,39,talk,VVG,talking,False,False,False,,VERB
a1e-fragment01_12,40,about,PRP,about,True,False,False,,ADP
a1e-fragment01_12,41,in,PRP,in,True,False,False,,ADP
a1e-fragment01_12,42,property,NN1,property,False,False,False,,NOUN
a1e-fragment01_12,43,,PUN,.,False,False,False,,.
a1e-fragment01_13,0,if,CJS,If,False,False,False,,CONJ
a1e-fragment01_13,1,they,PNP,they,False,False,False,,PRON
a1e-fragment01_13,2,can,VM0,can,False,False,False,,VERB
a1e-fragment01_13,3,prove,VVI,prove,False,False,False,,VERB
a1e-fragment01_13,4,it,PNP,it,False,False,False,,PRON
a1e-fragment01_13,5,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_13,6,there,AV0,there,True,False,False,,ADV
a1e-fragment01_13,7,,PUN,",",False,False,False,,.
a1e-fragment01_13,8,we,PNP,we,False,False,False,,PRON
a1e-fragment01_13,9,might,VM0,might,False,False,False,,VERB
a1e-fragment01_13,10,pay,VVI,pay,False,False,False,,VERB
a1e-fragment01_13,11,for,PRP,for,False,False,False,,ADP
a1e-fragment01_13,12,it,PNP,it,False,False,False,,PRON
a1e-fragment01_13,13,,PUN,",",False,False,False,,.
a1e-fragment01_13,14,,PUQ,’,False,False,False,,.
a1e-fragment01_14,0,on,PRP,On,True,False,False,,ADP
a1e-fragment01_14,1,the,AT0,the,False,False,False,,DET
a1e-fragment01_14,2,other,AJ0,other,False,False,False,,ADJ
a1e-fragment01_14,3,criticism,NN1,criticism,False,False,False,,NOUN
a1e-fragment01_14,4,he,PNP,he,False,False,False,,PRON
a1e-fragment01_14,5,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_14,6,equally,AV0,equally,False,False,False,,ADV
a1e-fragment01_14,7,dismissive,AJ0,dismissive,False,False,False,,ADJ
a1e-fragment01_14,8,,PUN,.,False,False,False,,.
a1e-fragment01_15,0,,PUQ,‘,False,False,False,,.
a1e-fragment01_15,1,that,DT0,That,True,False,False,,DET
a1e-fragment01_15,2,point,NN1,point,True,False,False,,NOUN
a1e-fragment01_15,3,about,PRP,about,True,False,False,,ADP
a1e-fragment01_15,4,the,AT0,the,False,False,False,,DET
a1e-fragment01_15,5,core,NN1,core,False,False,False,,NOUN
a1e-fragment01_15,6,business,NN1,business,False,False,False,,NOUN
a1e-fragment01_15,7,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_15,8,very,AV0,very,False,False,False,,ADV
a1e-fragment01_15,9,unfair,AJ0,unfair,False,False,False,,ADJ
a1e-fragment01_15,10,,PUN,",",False,False,False,,.
a1e-fragment01_15,11,,PUQ,’,False,False,False,,.
a1e-fragment01_15,12,he,PNP,he,False,False,False,,PRON
a1e-fragment01_15,13,say,VVZ,says,False,False,False,,VERB
a1e-fragment01_15,14,,PUN,.,False,False,False,,.
a1e-fragment01_16,0,it,PNP,It,False,False,False,,PRON
a1e-fragment01_16,1,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_16,2,difficult,AJ0,difficult,False,False,False,,ADJ
a1e-fragment01_16,3,to,TO0,to,False,False,False,,ADP
a1e-fragment01_16,4,decide,VVI,decide,False,False,False,,VERB
a1e-fragment01_16,5,when,AVQ-CJS,when,False,False,False,,AVQ-CJS
a1e-fragment01_16,6,you,PNP,you,False,False,False,,PRON
a1e-fragment01_16,7,be,VBB,are,False,False,False,,VERB
a1e-fragment01_16,8,an,AT0,an,False,False,False,,DET
a1e-fragment01_16,9,outsider,NN1,outsider,False,False,False,,NOUN
a1e-fragment01_16,10,what,DTQ,what,False,False,False,,DET
a1e-fragment01_16,11,the,AT0,the,False,False,False,,DET
a1e-fragment01_16,12,business,NN1,business,False,False,False,,NOUN
a1e-fragment01_16,13,be,VBZ,is,False,False,False,,VERB
a1e-fragment01_16,14,like,PRP,like,False,False,False,,ADP
a1e-fragment01_16,15,,PUN,.,False,False,False,,.
a1e-fragment01_17,0,we,PNP,We,False,False,False,,PRON
a1e-fragment01_17,1,would,VM0,would,False,False,False,,VERB
a1e-fragment01_17,2,eventually,AV0,eventually,False,False,False,,ADV
a1e-fragment01_17,3,like,VVI,like,False,False,False,,VERB
a1e-fragment01_17,4,to,TO0,to,False,False,False,,ADP
a1e-fragment01_17,5,do,VDI,do,False,False,False,,VERB
a1e-fragment01_17,6,it,PNP,it,False,False,False,,PRON
a1e-fragment01_17,7,along with,PRP,along with,False,False,False,,ADP
a1e-fragment01_17,8,the,AT0,the,False,False,False,,DET
a1e-fragment01_17,9,management,NN1,management,False,False,False,,NOUN
a1e-fragment01_17,10,,PUN,",",False,False,False,,.
a1e-fragment01_17,11,within,PRP,within,True,False,False,,ADP
a1e-fragment01_17,12,the,AT0,the,False,False,False,,DET
a1e-fragment01_17,13,philosophy,NN1,philosophy,False,False,False,,NOUN
a1e-fragment01_17,14,we,PNP,we,False,False,False,,PRON
a1e-fragment01_17,15,will,VM0,will,False,False,False,,VERB
a1e-fragment01_17,16,impose,VVI,impose,False,False,False,,VERB
a1e-fragment01_17,17,,PUN,.,False,False,False,,.
a1e-fragment01_17,18,,PUQ,’,False,False,False,,.
a1e-fragment01_18,0,the,AT0,The,False,False,False,,DET
a1e-fragment01_18,1,franklin,NP0,Franklin,False,False,False,,NOUN
a1e-fragment01_18,2,philosophy,NN1,philosophy,False,False,False,,NOUN
a1e-fragment01_18,3,was,VBD,was,False,False,False,,VERB
a1e-fragment01_18,4,learn,VVN,learnt,False,False,False,,VERB
a1e-fragment01_18,5,in,PRP,in,True,False,False,,ADP
a1e-fragment01_18,6,the,AT0,the,False,False,False,,DET
a1e-fragment01_18,7,us,NP0,US,False,False,False,,NOUN
a1e-fragment01_18,8,leveraged,AJ0,leveraged,False,False,False,,ADJ
a1e-fragment01_18,9,buyout,NN1,buyout,False,False,False,,NOUN
a1e-fragment01_18,10,business,NN1,business,False,False,False,,NOUN
a1e-fragment01_18,11,at,PRP,at,True,False,False,,ADP
a1e-fragment01_18,12,the,AT0,the,False,False,False,,DET
a1e-fragment01_18,13,side,NN1,side,True,False,False,,NOUN
a1e-fragment01_18,14,of,PRF,of,False,False,False,,ADP
a1e-fragment01_18,15,sir,NP0,Sir,False,False,False,,NOUN
a1e-fragment01_18,16,james,NP0,James,False,False,False,,NOUN
a1e-fragment01_18,17,goldsmith,NN1,Goldsmith,False,False,False,,NOUN
a1e-fragment01_18,18,,PUN,.,False,False,False,,.
a1e-fragment01_19,0,mr,NP0,Mr,False,False,False,,NOUN
a1e-fragment01_19,1,franklin,NP0,Franklin,False,False,False,,NOUN
a1e-fragment01_19,2,go,VVD,went,False,False,False,,VERB
a1e-fragment01_19,3,there,AV0,there,False,False,False,,ADV
a1e-fragment01_19,4,at,PRP,at,True,False,False,,ADP
a1e-fragment01_19,5,the,AT0,the,False,False,False,,DET
a1e-fragment01_19,6,end,NN1,end,True,False,False,,NOUN
a1e-fragment01_19,7,of,PRF,of,False,False,False,,ADP
a1e-fragment01_19,8,the,AT0,the,False,False,False,,DET
a1e-fragment01_19,9,1970s,CRD,1970s,False,False,False,,NUM
a1e-fragment01_19,10,,PUN,",",False,False,False,,.
a1e-fragment01_19,11,after,PRP,after,True,False,False,,ADP
a1e-fragment01_19,12,the,AT0,the,False,False,False,,DET
a1e-fragment01_19,13,collapse,NN1,collapse,True,False,False,,NOUN
a1e-fragment01_19,14,of,PRF,of,False,False,False,,ADP
a1e-fragment01_19,15,keyser,NP0-NN1,Keyser,False,False,False,,NOUN
a1e-fragment01_19,16,ullman,NP0-NN1,Ullman,False,False,False,,NOUN
a1e-fragment01_19,17,,PUN,",",False,False,False,,.
a1e-fragment01_19,18,the,AT0,the,False,False,False,,DET
a1e-fragment01_19,19,merchant,NN1,merchant,False,False,False,,NOUN
a1e-fragment01_19,20,bank,NN1,bank,False,False,False,,NOUN
a1e-fragment01_19,21,where,CJS-AVQ,where,False,False,False,,CJS-AVQ
a1e-fragment01_19,22,he,PNP,he,False,False,False,,PRON
a1e-fragment01_19,23,was,VBD,was,False,False,False,,VERB
a1e-fragment01_19,24,a,AT0,a,False,False,False,,DET
a1e-fragment01_19,25,director,NN1,director,False,False,False,,NOUN
a1e-fragment01_19,26,that,CJT-DT0,that,False,False,False,,CJT-DT0
a1e-fragment01_19,27,was,VBD,was,False,False,False,,VERB
a1e-fragment01_19,28,rescue,VVN,rescued,False,False,False,,VERB
a1e-fragment01_19,29,by,PRP,by,False,False,False,,ADP
a1e-fragment01_19,30,the,AT0,the,False,False,False,,DET
a1e-fragment01_19,31,bank,NN1,Bank,False,False,False,,NOUN
a1e-fragment01_19,32,of,PRF,of,False,False,False,,ADP
a1e-fragment01_19,33,england,NP0,England,False,False,False,,NOUN
a1e-fragment01_19,34,,PUN,.,False,False,False,,.